METADATA,mixed-schedule
MONTHLY_MULTIPLIER,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
PROCESSES,HOUR,HEATING,OCCUPANCY,SERVERS,WATER,COOLING,LIGHTING,APPLIANCES,DAY
0.0,24,SETBACK,0.39999999999999997,0.0,0.33860465116279076,SETPOINT,0.12142857142857144,0.18,WEEKDAY
0.0,1,SETBACK,0.39999999999999997,0.0,0.33488372093023255,OFF,0.12142857142857144,0.18,SATURDAY
0.0,2,SETBACK,0.39999999999999997,0.0,0.33488372093023255,OFF,0.1,0.1,SATURDAY
0.0,3,SETBACK,0.39999999999999997,0.0,0.33488372093023255,OFF,0.1,0.1,SATURDAY
0.0,4,SETBACK,0.39999999999999997,0.0,0.33488372093023255,OFF,0.1,0.1,SATURDAY
0.0,5,SETBACK,0.39999999999999997,0.0,0.33860465116279076,OFF,0.1,0.1,SATURDAY
0.0,6,SETBACK,0.39999999999999997,0.0,0.33860465116279076,OFF,0.1,0.1,SATURDAY
0.0,7,SETBACK,0.32,0.0,0.2827906976744186,OFF,0.12142857142857144,0.18,SATURDAY
0.0,8,SETPOINT,0.46,0.0,0.48511627906976745,SETPOINT,0.47857142857142854,0.42000000000000004,SATURDAY
0.0,9,SETPOINT,0.56,0.0,0.5395348837209303,SETPOINT,0.8,0.8,SATURDAY
0.0,10,SETPOINT,0.6,0.0,0.6427906976744187,SETPOINT,0.8285714285714286,0.36,SATURDAY
0.0,11,SETPOINT,0.6,0.0,0.6427906976744187,SETPOINT,0.807142857142857,0.27999999999999997,SATURDAY
0.0,12,SETPOINT,0.48000000000000004,0.0,0.5172093023255814,SETPOINT,0.65,0.24000000000000005,SATURDAY
0.0,13,SETBACK,0.0,0.0,0.014883720930232559,SETPOINT,0.807142857142857,0.27999999999999997,SATURDAY
0.0,14,SETPOINT,0.48000000000000004,0.0,0.5172093023255814,SETPOINT,0.65,0.24000000000000005,SATURDAY
0.0,15,SETPOINT,0.6,0.0,0.6427906976744187,SETPOINT,0.807142857142857,0.27999999999999997,SATURDAY
0.0,16,SETPOINT,0.6,0.0,0.6427906976744187,SETPOINT,0.807142857142857,0.27999999999999997,SATURDAY
0.0,17,SETPOINT,0.48000000000000004,0.0,0.5172093023255814,SETPOINT,0.65,0.24000000000000005,SATURDAY
0.0,18,SETPOINT,0.38,0.0,0.3511627906976744,SETPOINT,0.43571428571428567,0.26,SATURDAY
0.0,19,SETPOINT,0.64,0.0,0.5395348837209303,SETPOINT,0.7142857142857142,0.4800000000000001,SATURDAY
0.0,20,SETPOINT,0.7200000000000001,0.0,0.5395348837209303,SETPOINT,0.8428571428571429,0.96,SATURDAY
0.0,21,SETPOINT,0.8,0.0,0.6511627906976745,SETPOINT,0.7571428571428571,0.64,SATURDAY
0.0,22,SETPOINT,0.6199999999999999,0.0,0.5297674418604651,SETPOINT,0.47857142857142854,0.42000000000000004,SATURDAY
0.0,23,SETPOINT,0.7,0.0,0.5967441860465117,SETPOINT,0.43571428571428567,0.26,SATURDAY
0.0,24,SETBACK,0.39999999999999997,0.0,0.33860465116279076,SETPOINT,0.12142857142857144,0.18,SATURDAY
0.0,1,OFF,0.39999999999999997,0.0,0.33488372093023255,OFF,0.12142857142857144,0.18,SUNDAY
0.0,2,OFF,0.39999999999999997,0.0,0.33488372093023255,OFF,0.1,0.1,SUNDAY
0.0,3,OFF,0.39999999999999997,0.0,0.33488372093023255,OFF,0.1,0.1,SUNDAY
0.0,4,OFF,0.39999999999999997,0.0,0.33488372093023255,OFF,0.1,0.1,SUNDAY
0.0,5,OFF,0.39999999999999997,0.0,0.33860465116279076,OFF,0.1,0.1,SUNDAY
0.0,6,OFF,0.39999999999999997,0.0,0.33860465116279076,OFF,0.1,0.1,SUNDAY
0.0,7,OFF,0.32,0.0,0.2827906976744186,OFF,0.12142857142857144,0.18,SUNDAY
0.0,8,OFF,0.16,0.0,0.48511627906976745,OFF,0.16428571428571428,0.34,SUNDAY
0.0,9,OFF,0.08,0.0,0.5395348837209303,OFF,0.25,0.66,SUNDAY
0.0,10,OFF,0.0,0.0,0.6427906976744187,OFF,0.12142857142857144,0.18,SUNDAY
0.0,11,OFF,0.0,0.0,0.6427906976744187,OFF,0.1,0.1,SUNDAY
0.0,12,OFF,0.0,0.0,0.5172093023255814,OFF,0.1,0.1,SUNDAY
0.0,13,OFF,0.0,0.0,0.014883720930232559,OFF,0.1,0.1,SUNDAY
0.0,14,OFF,0.0,0.0,0.5172093023255814,OFF,0.1,0.1,SUNDAY
0.0,15,OFF,0.0,0.0,0.6427906976744187,OFF,0.1,0.1,SUNDAY
0.0,16,OFF,0.0,0.0,0.6427906976744187,OFF,0.1,0.1,SUNDAY
0.0,17,OFF,0.0,0.0,0.5172093023255814,OFF,0.1,0.1,SUNDAY
0.0,18,OFF,0.08,0.0,0.3511627906976744,OFF,0.12142857142857144,0.18,SUNDAY
0.0,19,OFF,0.16,0.0,0.5395348837209303,OFF,0.16428571428571428,0.34,SUNDAY
0.0,20,OFF,0.24,0.0,0.5395348837209303,OFF,0.29285714285714287,0.82,SUNDAY
0.0,21,OFF,0.32,0.0,0.6511627906976745,OFF,0.20714285714285716,0.5,SUNDAY
0.0,22,OFF,0.32,0.0,0.5297674418604651,OFF,0.16428571428571428,0.34,SUNDAY
0.0,23,OFF,0.39999999999999997,0.0,0.5967441860465117,OFF,0.12142857142857144,0.18,SUNDAY
0.0,24,OFF,0.39999999999999997,0.0,0.33860465116279076,OFF,0.12142857142857144,0.18,SUNDAY
