METADATA,mixed-schedule
MONTHLY_MULTIPLIER,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PROCESSES,HOUR,HEATING,OCCUPANCY,SERVERS,WATER,COOLING,LIGHTING,APPLIANCES,DAY
0.0,21,OFF,0.21,0.0,0.34,OFF,0.35,0.35,WEEKDAY
0.0,22,OFF,0.0,0.0,0.02,OFF,0.35,0.35,WEEKDAY
0.0,23,OFF,0.0,0.0,0.01,OFF,0.35,0.35,WEEKDAY
0.0,24,OFF,0.0,0.0,0.01,OFF,0.35,0.35,WEEKDAY
0.0,1,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SATURDAY
0.0,2,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SATURDAY
0.0,3,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SATURDAY
0.0,4,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SATURDAY
0.0,5,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SATURDAY
0.0,6,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SATURDAY
0.0,7,OFF,0.0,0.0,0.0,SETPOINT,0.35,0.35,SATURDAY
0.0,8,OFF,0.0,0.0,0.0,SETPOINT,0.35,0.35,SATURDAY
0.0,9,OFF,0.0,0.0,0.0,SETPOINT,0.35,0.35,SATURDAY
0.0,10,OFF,0.0,0.0,0.01,SETPOINT,0.35,0.35,SATURDAY
0.0,11,OFF,0.0,0.0,0.01,SETPOINT,0.35,0.35,SATURDAY
0.0,12,OFF,0.0,0.0,0.01,SETPOINT,0.35,0.35,SATURDAY
0.0,13,OFF,0.0,0.0,0.01,SETPOINT,0.35,0.35,SATURDAY
0.0,14,OFF,0.0,0.0,0.0,SETPOINT,0.35,0.35,SATURDAY
0.0,15,OFF,0.0,0.0,0.0,SETPOINT,0.35,0.35,SATURDAY
0.0,16,OFF,0.0,0.0,0.0,SETPOINT,0.35,0.35,SATURDAY
0.0,17,OFF,0.0,0.0,0.0,SETPOINT,0.35,0.35,SATURDAY
0.0,18,OFF,0.0,0.0,0.0,SETPOINT,0.35,0.35,SATURDAY
0.0,19,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SATURDAY
0.0,20,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SATURDAY
0.0,21,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SATURDAY
0.0,22,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SATURDAY
0.0,23,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SATURDAY
0.0,24,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SATURDAY
0.0,1,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SUNDAY
0.0,2,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SUNDAY
0.0,3,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SUNDAY
0.0,4,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SUNDAY
0.0,5,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SUNDAY
0.0,6,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SUNDAY
0.0,7,OFF,0.0,0.0,0.0,SETPOINT,0.35,0.35,SUNDAY
0.0,8,OFF,0.0,0.0,0.0,SETPOINT,0.35,0.35,SUNDAY
0.0,9,OFF,0.0,0.0,0.01,SETPOINT,0.35,0.35,SUNDAY
0.0,10,OFF,0.0,0.0,0.01,SETPOINT,0.35,0.35,SUNDAY
0.0,11,OFF,0.0,0.0,0.01,SETPOINT,0.35,0.35,SUNDAY
0.0,12,OFF,0.0,0.0,0.01,SETPOINT,0.35,0.35,SUNDAY
0.0,13,OFF,0.0,0.0,0.01,SETPOINT,0.35,0.35,SUNDAY
0.0,14,OFF,0.0,0.0,0.01,SETPOINT,0.35,0.35,SUNDAY
0.0,15,OFF,0.0,0.0,0.0,SETPOINT,0.35,0.35,SUNDAY
0.0,16,OFF,0.0,0.0,0.0,SETPOINT,0.35,0.35,SUNDAY
0.0,17,OFF,0.0,0.0,0.0,SETPOINT,0.35,0.35,SUNDAY
0.0,18,OFF,0.0,0.0,0.0,SETPOINT,0.35,0.35,SUNDAY
0.0,19,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SUNDAY
0.0,20,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SUNDAY
0.0,21,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SUNDAY
0.0,22,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SUNDAY
0.0,23,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SUNDAY
0.0,24,OFF,0.0,0.0,0.0,OFF,0.35,0.35,SUNDAY
