METADATA,mixed-schedule
MONTHLY_MULTIPLIER,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PROCESSES,HOUR,HEATING,OCCUPANCY,SERVERS,WATER,COOLING,LIGHTING,APPLIANCES,DAY
0.0,1,OFF,0.0,0.0,0.0,SETPOINT,0.07,0.05,WEEKDAY
0.0,2,OFF,0.0,0.0,0.0,SETPOINT,0.07,0.05,WEEKDAY
0.0,3,OFF,0.0,0.0,0.0,SETPOINT,0.07,0.05,WEEKDAY
0.0,4,OFF,0.0,0.0,0.0,SETPOINT,0.07,0.05,WEEKDAY
0.0,5,OFF,0.0,0.0,0.0,SETPOINT,0.07,0.05,WEEKDAY
0.0,6,OFF,0.0,0.0,0.0,SETPOINT,0.07,0.05,WEEKDAY
0.0,7,OFF,0.0,0.0,0.0,SETPOINT,0.3,0.4,WEEKDAY
0.0,8,OFF,0.0,0.0,0.0,SETPOINT,0.47,0.4,WEEKDAY
0.0,9,OFF,0.2,0.0,0.0,SETPOINT,0.52,0.4,WEEKDAY
0.0,10,OFF,0.2,0.0,0.05,SETPOINT,0.78,0.75,WEEKDAY
0.0,11,OFF,0.2,0.0,0.05,SETPOINT,0.78,0.75,WEEKDAY
0.0,12,OFF,0.8,0.0,0.35,SETPOINT,0.78,0.75,WEEKDAY
0.0,13,OFF,0.8,0.0,0.05,SETPOINT,0.78,0.75,WEEKDAY
0.0,14,OFF,0.8,0.0,0.05,SETPOINT,0.78,0.75,WEEKDAY
0.0,15,OFF,0.8,0.0,0.05,SETPOINT,0.78,0.75,WEEKDAY
0.0,16,OFF,0.8,0.0,0.05,SETPOINT,0.78,0.75,WEEKDAY
0.0,17,OFF,0.8,0.0,0.05,SETPOINT,0.75,0.75,WEEKDAY
0.0,18,OFF,0.8,0.0,0.0,SETPOINT,0.7,0.75,WEEKDAY
0.0,19,OFF,0.2,0.0,0.0,SETPOINT,0.53,0.75,WEEKDAY
0.0,20,OFF,0.2,0.0,0.0,SETPOINT,0.53,0.75,WEEKDAY
0.0,21,OFF,0.2,0.0,0.0,SETPOINT,0.53,0.75,WEEKDAY
0.0,22,OFF,0.2,0.0,0.0,SETPOINT,0.53,0.75,WEEKDAY
0.0,23,OFF,0.1,0.0,0.0,SETPOINT,0.2,0.25,WEEKDAY
0.0,24,OFF,0.0,0.0,0.0,SETPOINT,0.07,0.05,WEEKDAY
0.0,1,OFF,0.0,0.0,0.0,SETPOINT,0.07,0.05,SATURDAY
0.0,2,OFF,0.0,0.0,0.0,SETPOINT,0.07,0.05,SATURDAY
0.0,3,OFF,0.0,0.0,0.0,SETPOINT,0.07,0.05,SATURDAY
0.0,4,OFF,0.0,0.0,0.0,SETPOINT,0.07,0.05,SATURDAY
0.0,5,OFF,0.0,0.0,0.0,SETPOINT,0.07,0.05,SATURDAY
0.0,6,OFF,0.0,0.0,0.0,SETPOINT,0.07,0.05,SATURDAY
0.0,7,OFF,0.0,0.0,0.0,SETPOINT,0.07,0.05,SATURDAY
0.0,8,OFF,0.0,0.0,0.0,SETPOINT,0.23,0.3,SATURDAY
0.0,9,OFF,0.2,0.0,0.0,SETPOINT,0.23,0.3,SATURDAY
0.0,10,OFF,0.2,0.0,0.05,SETPOINT,0.37,0.5,SATURDAY
0.0,11,OFF,0.2,0.0,0.05,SETPOINT,0.37,0.5,SATURDAY
0.0,12,OFF,0.6,0.0,0.2,SETPOINT,0.37,0.5,SATURDAY
0.0,13,OFF,0.6,0.0,0.0,SETPOINT,0.37,0.5,SATURDAY
